"uri","component_id","display_string","iso_language_code","language","acquistions_note"
archives.yale.edu/repositories/11/archival_objects/2399827,P.CtYBR inv. 526,Document,grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2404946,P.CtYBR inv. 5777,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400699,P.CtYBR inv. 3057,Document,grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2400058,P.CtYBR inv. 727,"Note (?) or receipt (?), Roman CE ii [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402833,P.CtYBR inv. 1718 qua,Uncertain genre,ara,Arabic,"1951"
archives.yale.edu/repositories/11/archival_objects/2400731,P.CtYBR inv. 1230(A),"Contract, Roman CE i [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2405104,P.CtYBR inv. 5936,Uncertain genre,grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404427,P.CtYBR inv. 4836,Document (?),egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2399799,P.CtYBR inv. 504(A) qua,"Census return, Roman CE 188-189 [RD]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402566,P.CtYBR inv. 3692 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2403431,P.CtYBR inv. 2681(B),"Account, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2400373,P.CtYBR inv. 998,"Document, Roman CE after 194",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2403797,P.CtYBR inv. 4068,"Letter (?), Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400815,P.CtYBR inv. 1289,"Contract (?), Roman CE ii (Sep 28-Oct 28) [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2404954,P.CtYBR inv. 5785 (A-C),"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"1992b"
archives.yale.edu/repositories/11/archival_objects/2404156,P.CtYBR inv. 4420,"Document, Ptolemaic",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405170,P.CtYBR inv. 6003,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405952,P.CtYBR inv. DPg 39,"Contract of sale (?), Roman CE 11 [CBW]",grc,"Greek, Ancient (to 1453)",
archives.yale.edu/repositories/11/archival_objects/2405139,P.CtYBR inv. 5971,Uncertain genre,,,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405530,P.CtYBR inv. 5079,Document,grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2400428,P.CtYBR inv. 1040,Document,grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2400976,P.CtYBR inv. 1410(A),"Contract, Roman CE 180-192",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2403256,P.CtYBR inv. 2343(B),Document,grc,"Greek, Ancient (to 1453)","1966b"
archives.yale.edu/repositories/11/archival_objects/2402962,P.CtYBR inv. 1796(A) qua,"Magical text, Byzantine-Medieval CE vi-vii [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2404066,P.CtYBR inv. 4340,"Account, Byzantine",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401997,P.CtYBR inv. 3088,Document,grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2404907,P.CtYBR inv. 5738 (A-E),"Uncertain genre, Ptolemaic",grc,"Greek, Ancient (to 1453)","1992b"
archives.yale.edu/repositories/11/archival_objects/2404351,P.CtYBR inv. 4761,Literary work,cop,Coptic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2399716,P.CtYBR inv. 437 qua,"Petition, Byzantine CE vi [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402526,P.CtYBR inv. 3641 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405887,P.CtYBR inv. DP 82,"Contract, Roman CE iii [CBW]",grc,"Greek, Ancient (to 1453)",
archives.yale.edu/repositories/11/archival_objects/2405757,P.CtYBR inv. 4985,Literary work (?),cop,Coptic,"1996d"
archives.yale.edu/repositories/11/archival_objects/2402729,P.CtYBR inv. 4029,Literary work,grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2402177,P.CtYBR inv. 3244(A),"Document (?), Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405814,P.CtYBR inv. DP 16(B) fol,"Letter, Roman CE 223-225 [CBW]",lat,Latin,
archives.yale.edu/repositories/11/archival_objects/2403442,P.CtYBR inv. 2691(B),"Document, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2404623,P.CtYBR inv. 5358,"Document (?), Medieval",ara,Arabic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400696,P.CtYBR inv. 3035(A),Document,grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2399431,P.CtYBR inv. 266,Literary work (?),grc,"Greek, Ancient (to 1453)","1927"
archives.yale.edu/repositories/11/archival_objects/2400314,P.CtYBR inv. 957,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402439,P.CtYBR inv. 3491,Document (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2401570,P.CtYBR inv. 2018(B),Uncertain genre,ara,Arabic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2405460,P.CtYBR inv. 4991,Document,cop,Coptic,"1997a"
archives.yale.edu/repositories/11/archival_objects/2403501,P.CtYBR inv. 2743,"Account, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2399702,P.CtYBR inv. 426(B)(second text),"Document, Roman CE ii-iii [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2399347,P.CtYBR inv. 190,"Petition or declaration, Roman CE iii [HIB]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 168-212, and 2147-2154, were purchased by Francis Willey Kelsey and David L. Askren from Tadaros in Medinet el-Faiyum, late 1926 or early 1927. The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2405920,P.CtYBR inv. DP 120,"Contract, Roman CE iii",grc,"Greek, Ancient (to 1453)",
archives.yale.edu/repositories/11/archival_objects/2399634,P.CtYBR inv. 370,"Contract, Roman CE 177-178 [RD]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2400863,P.CtYBR inv. 1327(A),"Account, Roman CE iii [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2400103,P.CtYBR inv. 769,"Account, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2405584,P.CtYBR inv. 5134 qua,Document,grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2402454,P.CtYBR inv. 3506,Document (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2401789,P.CtYBR inv. 2521,Uncertain genre,ara,Arabic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2403602,P.CtYBR inv. 3881,"Letter, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401002,P.CtYBR inv. 1431(A),"Document, Roman",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2399649,P.CtYBR inv. 385,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2403690,P.CtYBR inv. 3960,"Document, Roman CE early-i",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400214,P.CtYBR inv. 869,"Document (?), Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2400634,P.CtYBR inv. 1201(B),"Account (?), Roman CE ii [CBW]",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2402782,P.CtYBR inv. 4117,Document (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2399308,P.CtYBR inv. 154,"Verso, List|Recto, Document, Byzantine CE iv [HIB]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 152-159 and 2079 were purchased by Harold Idris Bell from Tadaros in Medinet el-Faiyum, 24 December 1926."
archives.yale.edu/repositories/11/archival_objects/2399507,P.CtYBR inv. 2150,"Document, Byzantine",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 168-212, and 2147-2154, were purchased by Francis Willey Kelsey and David L. Askren from Tadaros in Medinet el-Faiyum, late 1926 or early 1927. The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2404139,P.CtYBR inv. 4406,Document,cop,Coptic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405168,P.CtYBR inv. 6001,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401983,P.CtYBR inv. 2948,Document,egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2402337,P.CtYBR inv. 3390,Document,grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2402424,P.CtYBR inv. 3469,Document,grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2399346,P.CtYBR inv. 189,"Letter, Roman CE ii-iii [HIB]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.|P.CtYBR inv. 168-212, and 2147-2154 were purchased by by Francis Willey Kelsey and Dr. David L. Askren from Tadaros in Medinet el-Faiyum, late 1926 or early 1927.| The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2402040,P.CtYBR inv. 3130(A),"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2403022,P.CtYBR inv. 1847,"Letter, Byzantine-Medieval CE vi-vii [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2403872,P.CtYBR inv. 4174,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405494,P.CtYBR inv. 5030 qua,Document,cop,Coptic,"1997a"
archives.yale.edu/repositories/11/archival_objects/2401155,P.CtYBR inv. 1538,"Petition, Roman CE 156",grc,"Greek, Ancient (to 1453)","1933 or 1935?"
archives.yale.edu/repositories/11/archival_objects/2400687,P.CtYBR inv. 2307,Document (?),grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2404041,P.CtYBR inv. 4319,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401032,P.CtYBR inv. 2327,Document (?),grc,"Greek, Ancient (to 1453)","1931c"
